textPayload,insertId,resource.type,resource.labels.location,resource.labels.service_name,resource.labels.project_id,resource.labels.revision_name,resource.labels.configuration_name,timestamp,labels.instanceId,logName,receiveTimestamp,httpRequest.requestMethod,httpRequest.requestUrl,httpRequest.requestSize,httpRequest.status,httpRequest.responseSize,httpRequest.userAgent,httpRequest.remoteIp,httpRequest.serverIp,httpRequest.latency,httpRequest.protocol,severity,trace
"} ? ? ? ",5e318b3900045ee3d89efea0,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286435Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""webServerPort"": 8080",5e318b3900045eb1a74a1e1a,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286385Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""springBootProfile"": ""prod"",",5e318b3900045e688ebd287f,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286312Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""port"": 10200,",5e318b3900045e5c4c1cb6a4,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286300Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""host"": ""nd-505-342-881.rg-788-479.p2pify.com"",",5e318b3900045e4f441c4cd5,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286287Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""webServerAddress"": ""127.0.0.1"",",5e318b3900045e4024f52ee8,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286272Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""serial"": 1579685897723,",5e318b3900045e117b913e2f,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286225Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""platformVersion"": 5,",5e318b3900045e068a8376d1,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286214Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ],",5e318b3900045df8b6731249,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286200Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"    ""OU\u003dOneConnect-BFN-ND-505-342-881, O\u003dOneConnect-BFN, L\u003dSingapore, C\u003dSG""",5e318b3900045ded34d923eb,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286189Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"  ""addresses"": [",5e318b3900045ddd09a3824f,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286173Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
[m[37mI 13:40:09 1 FirebaseUtil.refreshNodes -  ? ? Corda Node  ? ? {,5e318b3900045dbcda3049dc,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.286140Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.580644857Z,,,,,,,,,,,,
"[m[37mI 13:40:08 1 FirebaseUtil.addNode - ?  Added corda node to Firestore: ?  OU=OneConnect-BFN-ND-505-342-881, O=OneConnect-BFN, L=Singapore, C=SG  ? 127.0.0.1",5e318b39000150a1242b4a4c,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:09.086177Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:09.253903749Z,,,,,,,,,,,,
[m[37mI 13:40:08 1 FirebaseUtil.refreshNodes -  ? ? ? node webServerUrl: localhost:10050,5e318b380008f2572c84f8c1,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.586327Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.910874174Z,,,,,,,,,,,,
"} ? ? ? ",5e318b3800076e8bb0dee109,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.487051Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""webServerPort"": 8080",5e318b3800076e7ea5d91e8b,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.487038Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""springBootProfile"": ""prod"",",5e318b3800076e717369ec14,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.487025Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""port"": 10200,",5e318b3800076e5b8cc7e79f,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.487003Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""host"": ""nd-601-154-124.rg-788-479.p2pify.com"",",5e318b3800076e2bd0b982fb,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486955Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""webServerAddress"": ""127.0.0.1"",",5e318b3800076e2359952ecd,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486947Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""serial"": 1579686151502,",5e318b3800076e19be9b655e,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486937Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""platformVersion"": 5,",5e318b3800076e10eb398fe1,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486928Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ],",5e318b3800076e07d59469c4,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486919Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"    ""OU\u003dOneConnect-BFN-ND-601-154-124, O\u003dOneConnect-BFN, L\u003dSingapore, C\u003dSG""",5e318b3800076dfe54da4cbb,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486910Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"  ""addresses"": [",5e318b3800076df3ea4a558f,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486899Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
[m[37mI 13:40:08 1 FirebaseUtil.refreshNodes -  ? ? Corda Node  ? ? {,5e318b3800076dd6be172893,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:08.486870Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:08.582315596Z,,,,,,,,,,,,
"[m[37mI 13:40:05 1 FirebaseUtil.addNode - ?  Added corda node to Firestore: ?  OU=OneConnect-BFN-ND-601-154-124, O=OneConnect-BFN, L=Singapore, C=SG  ? 127.0.0.1",5e318b3500045ce233d2922a,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:40:05.285922Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:40:05.587957230Z,,,,,,,,,,,,
[m[37mI 13:39:57 1 FirebaseUtil.refreshNodes -  ? ? ? node webServerUrl: localhost:10050,5e318b2d000f0ca48fec9334,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:57.986276Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:58.261376960Z,,,,,,,,,,,,
[m[37mI 13:39:55 1 FirebaseUtil.refreshNodes - ? ? ? this HOST: canonicalHostName: localhost hostAddress: 127.0.0.1  hostName: localhost,5e318b2c0008f3d21f0d6615,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:56.586706Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:56.591772627Z,,,,,,,,,,,,
[m[37mI 13:39:42 1 FirebaseUtil.deleteNodes - Found 2 nodes to delete on Firestore,5e318b1e000f0cd3204bae8b,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:42.986323Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:43.006437536Z,,,,,,,,,,,,
,5e318b16000d28bf6f2ec616,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:34.862399Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Frequests,2020-01-29T13:39:34.984411534Z,GET,https://bfnwebinvestor-hkn7vsuxdq-ew.a.run.app/favicon.ico,670,404,234,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",105.224.245.10,216.239.36.53,0.012117345s,HTTP/1.1,WARNING,projects/bfn-mobile-backend/traces/665920f32c96d7c2ead3018898f58545
,5e318b160004c5ecd6bfdc8c,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:34.312812Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Frequests,2020-01-29T13:39:34.315093725Z,GET,https://bfnwebinvestor-hkn7vsuxdq-ew.a.run.app/bfn/admin/ping,731,200,865,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",105.224.245.10,216.239.36.53,36.079289875s,HTTP/1.1,INFO,projects/bfn-mobile-backend/traces/a6cddfd94d83228854e2affceb6f038a
"  } ? ? ? ",5e318b15000ddc687a5bdb85,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908392Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
"      epoch=2",5e318b15000ddc60ff196c67,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908384Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
"      modifiedTime=2020-01-22T09:40:35.815Z",5e318b15000ddc58ca035923,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908376Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
"      }",5e318b15000ddc4f7f093963,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908367Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
"        ",5e318b15000ddc47c4277e3a,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908359Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
"      packageOwnership {",5e318b15000ddc3eab72bfcb,cloud_run_revision,europe-west1,bfnwebinvestor,bfn-mobile-backend,bfnwebinvestor-00004-xug,bfnwebinvestor,2020-01-29T13:39:33.908350Z,00bf4bf02d29e83b514ccb2fd7851ccc7884ce4042e7df82fadade231b227a821fadbac7956b370b2cbe2a1a894432f7cb92d96e1964ed042344a45b86,projects/bfn-mobile-backend/logs/run.googleapis.com%2Fstdout,2020-01-29T13:39:34.012336154Z,,,,,,,,,,,,
